subjects	S	condition	R	rt
10	left	sugar	left	0.254719152122842
10	left	sugar	left	0.60634495215352
10	right	sugar	right	0.333319792073312
10	right	sugar	left	0.920458842617137
10	right	sugar	left	0.974415217570396
10	right	sugar	right	0.535177212136065
10	left	sugar	left	0.218311659462045
10	right	sugar	right	0.345148873885205
10	left	sugar	left	0.45971053796717
10	right	sugar	left	0.445501543663903
10	right	sugar	right	0.244448872090586
10	left	sugar	left	0.254551674813896
10	left	sugar	right	0.318282964197287
10	left	sugar	right	0.383286005386773
10	right	sugar	left	0.524736010362325
10	right	sugar	right	0.419868413355493
10	right	sugar	left	0.280714884412536
10	left	sugar	right	0.358389004913331
10	right	sugar	right	0.307187884573216
10	left	sugar	right	0.392179332742217
10	right	sugar	right	0.252694819098878
10	right	sugar	right	0.281458498005877
10	right	sugar	left	0.521506610019147
10	right	sugar	right	0.285823923517042
10	right	sugar	left	0.303517113632231
10	right	sugar	right	0.374656631464072
10	right	sugar	right	0.63328530794365
10	left	sugar	left	0.454177947343536
10	left	sugar	left	0.393666533990244
10	left	sugar	right	0.450614138439176
10	right	sugar	right	0.396541339841584
10	right	sugar	right	0.245487696031421
10	left	sugar	left	0.394866854683948
10	right	sugar	left	0.287963771039031
10	left	sugar	right	0.497809827167977
10	left	sugar	left	0.419441297195461
10	right	sugar	right	0.711944764751132
10	left	sugar	left	0.332804205596132
10	right	sugar	right	0.411599839846032
10	right	cucumber	right	0.274328659474918
10	right	cucumber	right	0.308382355036042
10	left	cucumber	left	1.11217250410655
10	right	cucumber	right	0.354165774211267
10	left	cucumber	left	0.35417478942495
10	right	cucumber	right	0.397640430067905
10	left	cucumber	left	0.276615489119078
10	left	cucumber	right	0.412441931317812
10	left	cucumber	left	0.327292860705041
10	right	cucumber	left	0.6729057359943
10	left	cucumber	left	0.290345361058607
10	left	cucumber	left	0.300110480884092
10	right	cucumber	right	0.240511536321647
10	right	cucumber	right	0.342575159227557
10	left	cucumber	left	0.260503436383208
10	right	cucumber	right	0.635106521372407
10	left	cucumber	left	0.297420630777872
10	left	cucumber	left	0.345667932204443
10	left	cucumber	right	0.357712918621094
10	left	cucumber	right	0.276708464706216
10	right	cucumber	left	0.401776385074746
10	right	cucumber	right	0.616335821906274
10	right	cucumber	left	0.674674396098215
10	right	cucumber	right	0.392522124841378
10	right	cucumber	left	0.26918673126375
10	right	cucumber	left	0.293305222074778
10	right	cucumber	left	0.306486708551786
10	left	cucumber	left	0.607019445511375
10	left	cucumber	right	0.316089245742673
10	left	cucumber	left	0.375468274669505
10	left	cucumber	left	0.443335429494898
10	right	cucumber	right	0.376119492218944
10	left	cucumber	left	0.354855504745229
10	right	cucumber	right	0.375057304963106
10	right	cucumber	right	0.33476226783587
10	left	cucumber	left	0.420255108120229
10	left	cucumber	left	0.640570612694268
10	left	cucumber	right	0.249562777797731
10	left	cucumber	left	0.365241648364492
10	left	cucumber	left	0.379087499944261
10	left	cucumber	left	0.373222522557601
10	right	cucumber	right	0.410947270584429
10	right	cucumber	right	0.278975271903052
10	right	cucumber	left	0.581108389709172
10	left	cucumber	left	0.552249513686323
10	left	cucumber	left	0.583691230608882
10	right	cucumber	right	0.37995708530263
10	left	cucumber	left	0.40231780948872
10	right	cucumber	right	0.458763822970523
10	right	cucumber	right	0.404655133458118
10	left	cucumber	right	0.372917050861813
10	right	cucumber	right	0.249351592765539
10	right	cucumber	right	0.425000466345762
10	right	cucumber	left	0.335305324596183
10	right	cucumber	right	0.448318508082123
10	right	cucumber	right	0.343630910386896
10	left	cucumber	left	0.688982533953565
10	left	cucumber	left	0.308162659217795
10	right	cucumber	right	0.31915024428712
10	left	cucumber	left	0.480287925883542
10	right	cucumber	right	0.283085679169
10	left	cucumber	left	0.278958687606526
10	right	cucumber	right	0.560734243454298
10	right	cucumber	right	0.281123133312679
10	left	cucumber	left	0.506160931522996
10	right	cucumber	right	0.608697775116834
10	left	cucumber	left	0.35801353329977
10	left	cucumber	left	0.263240580584239
10	left	cucumber	left	1.79150183884715
10	right	cucumber	right	0.354790642660127
10	right	cucumber	right	0.4561449840562
10	right	cucumber	left	0.564672873083232
10	left	cucumber	right	0.388938367122425
10	right	cucumber	right	0.298822572889891
10	left	cucumber	left	0.414545294093323
10	right	cucumber	right	1.11945559230635
10	right	cucumber	right	0.248362704013969
10	left	cucumber	left	0.770938859851319
10	left	cucumber	left	0.52510677478639
10	left	cucumber	left	0.502236926831767
10	left	cucumber	left	0.267393284541971
10	left	cucumber	left	0.353095276529345
10	left	cucumber	left	0.295685453161624
10	right	cucumber	left	0.345610081373705
10	right	cucumber	right	0.366469705029962
10	left	cucumber	left	0.401690571132899
10	left	cucumber	left	0.314002511143635
10	right	cucumber	right	0.614715494659896
10	left	cucumber	right	0.333834226547078
10	right	cucumber	right	0.280547776602948
10	right	cucumber	left	0.466080256195398
10	left	cucumber	left	0.394255680252857
10	right	cucumber	left	0.374009255638056
10	left	cucumber	left	0.333103554785993
10	right	cucumber	right	0.421143836115397
10	right	cucumber	right	0.247331676458187
10	right	cucumber	right	0.262651682115552
10	left	cucumber	right	0.392226707367222
10	left	cucumber	right	0.288301713390124
10	left	cucumber	left	0.338197430287563
10	left	cucumber	left	0.37959656125108
10	left	cucumber	left	0.78850309912813
10	right	cucumber	right	0.554957763843067
10	right	cucumber	right	0.527417422944361
10	left	cucumber	left	0.584029951363434
10	left	cucumber	left	0.397025147986283
10	left	cucumber	left	0.536948844807354
10	left	cucumber	left	0.558066272069434
10	right	cucumber	right	0.286462995554059
10	left	cucumber	left	0.263711318582874
10	left	cucumber	left	0.369554112554718
10	right	cucumber	right	0.271271287417912
10	left	cucumber	left	0.302068332143268
10	right	cucumber	right	0.297267544520386
10	left	cucumber	left	0.417630120504146
10	left	cucumber	left	0.498291804272157
10	left	cucumber	left	0.561736695404153
10	left	cucumber	left	0.296377730071436
10	right	cucumber	right	0.742174010498433
10	right	cucumber	right	0.594032449606736
10	left	cucumber	left	0.321392164014627
10	left	cucumber	right	0.291368921796936
10	left	cucumber	right	0.459351529790368
10	left	cucumber	left	0.664912703233292
10	right	cucumber	right	0.577826020151603
10	left	cucumber	right	0.320661607025182
10	right	cucumber	right	0.547036401234593
10	right	cucumber	right	0.42762671386577
10	right	cucumber	left	0.363224636005596
10	right	cucumber	right	0.518251743101766
10	right	cucumber	right	0.345315199627941
10	right	cucumber	right	0.541930549489497
10	right	cucumber	left	0.275401275067196
10	left	cucumber	left	0.383984547173368
10	left	cucumber	right	0.265569465361403
10	left	cucumber	right	0.371568921216611
10	left	cucumber	right	0.380393302875861
10	left	cucumber	left	0.343877982427605
10	left	cucumber	left	0.532790186328126
10	right	cucumber	left	0.225860839527643
10	left	cucumber	right	0.361083542895969
10	right	cucumber	right	0.310651648287928
10	right	cucumber	left	0.600594533330933
10	right	cucumber	right	0.279399251343454
10	right	cucumber	right	0.676854115916169
10	left	cucumber	left	0.440197844328598
10	right	cucumber	right	0.415212634372415
10	left	cucumber	left	0.523589449656472
10	right	cucumber	right	0.537874478724113
10	right	cucumber	right	0.428354936416982
10	left	cucumber	left	0.575730438949861
10	left	cucumber	left	0.31757820983085
10	right	cucumber	left	0.355088127218862
10	left	cucumber	right	0.362431631048945
10	right	cucumber	right	0.709022117075574
10	left	cucumber	left	0.352495778547259
10	right	cucumber	left	0.351139326641868
10	right	cucumber	right	0.258266225509625
10	right	cucumber	right	0.297146057968321
10	right	cucumber	left	0.550410550272617
10	right	cucumber	right	0.361817605593791
10	right	cucumber	left	0.306006297482695
10	left	cucumber	right	0.326306567554329
10	right	cucumber	right	0.508252424226416
10	right	cucumber	left	0.456200101579431
10	right	cucumber	left	0.394045453585811
10	left	cucumber	right	0.455658366794345
10	left	cucumber	left	0.330784955698775
10	left	cucumber	right	0.524994345797912
10	right	cucumber	right	0.275422346918053
10	left	cucumber	left	0.43661731821988
10	right	cucumber	right	0.584137688041552
10	right	cucumber	right	0.258095169498405
10	right	cucumber	right	0.438912243432217
10	left	cucumber	left	0.920309183560092
10	right	cucumber	left	0.464729199758045
10	left	cucumber	left	0.570241902132998
10	left	cucumber	right	0.431955213542383
10	left	cucumber	right	0.367051817138241
10	left	cucumber	right	0.266074570573087
10	left	cucumber	right	0.25985332732422
10	left	cucumber	left	0.223331101937922
10	right	cucumber	right	0.579359154913847
10	right	cucumber	right	0.66209534090438
10	right	cucumber	right	0.78873789597014
10	left	cucumber	right	0.284849867377504
10	left	cucumber	right	0.280862741051305
10	right	cucumber	right	0.247450038944724
10	left	cucumber	left	0.460798844559283
10	left	cucumber	left	0.309455956617185
10	right	cucumber	right	0.73377505607671
10	right	cucumber	right	0.458941123526823
10	left	cucumber	left	1.31629152311126
10	right	cucumber	right	0.234976423712006
10	right	cucumber	right	0.482029198487293
10	left	cucumber	left	0.519496645039591
10	right	cucumber	right	0.662238612955349
10	right	cucumber	right	0.280876083053807
10	right	cucumber	left	0.290926020093227
10	right	cucumber	left	0.359440100885206
10	right	cucumber	right	0.385912040696039
10	left	cucumber	left	0.24174108008561
10	left	cucumber	left	0.734641393377652
10	right	cucumber	right	0.298554225385469
10	left	cucumber	left	0.89261355749747
10	right	cucumber	right	0.452619076210853
10	right	cucumber	left	0.454828215198559
10	left	cucumber	left	0.408603998447493
10	right	cucumber	right	0.296653430558316
10	left	cucumber	right	0.336208983218506
10	right	cucumber	right	0.977083259197844
10	left	cucumber	left	0.549054435539244
10	right	cucumber	right	0.552605739876968
10	left	cucumber	right	0.253783660080581
10	left	cucumber	right	0.454249678391429
10	right	cucumber	right	0.268965119725945
10	left	cucumber	left	0.565532618895295
10	right	cucumber	right	0.478575995397475
10	right	cucumber	right	0.274731070287407
10	right	cucumber	left	0.316767641021328
10	left	cucumber	right	0.315214888640452
10	left	cucumber	left	0.28783001402325
10	right	cucumber	right	0.335069779594606
10	left	cucumber	left	0.477855619588988
10	right	cucumber	right	0.332498825856845
10	left	cucumber	right	0.39081715173222
10	right	cucumber	left	0.277981518661161
10	left	cucumber	left	0.735962982831677
10	right	cucumber	right	0.530453523661389
10	left	cucumber	left	0.29938162264664
11	left	sugar	left	0.54994232943943
11	right	sugar	left	0.625360228294847
11	left	sugar	left	0.514813443188422
11	right	sugar	left	0.508519618694219
11	right	sugar	right	1.11069085140852
11	right	sugar	left	1.36776731997181
11	left	sugar	left	0.596926678017583
11	right	sugar	right	1.40391498126017
11	left	sugar	left	0.583761521317444
11	left	sugar	left	0.526614648891605
11	left	sugar	left	0.76937922715947
11	right	sugar	left	0.68823485596954
11	right	sugar	right	0.507039145007401
11	right	sugar	left	0.735713700386788
11	left	sugar	left	0.625032749355903
11	left	sugar	left	0.619523450673162
11	left	sugar	left	0.842212258925651
11	left	sugar	right	0.501096423907001
11	right	sugar	left	1.61798330470941
11	left	sugar	right	0.579475646312035
11	right	sugar	right	0.722892054552587
11	left	sugar	left	0.785802035437103
11	left	sugar	right	0.873960409459555
11	left	sugar	left	0.598474916057139
11	left	sugar	right	0.551240977407896
11	right	sugar	right	0.681315028091899
11	left	sugar	left	0.647322328903546
11	left	sugar	right	0.61134448450469
11	left	sugar	left	0.776135240416578
11	left	sugar	left	0.591231432858805
11	right	sugar	right	0.844500026152163
11	left	sugar	right	0.703376059603699
11	left	sugar	left	0.654923157711796
11	right	sugar	left	1.58928372561321
11	right	sugar	left	0.618376985942636
11	right	sugar	right	0.939588169510849
11	left	sugar	left	0.554335677412302
11	right	sugar	right	0.722436500179836
11	left	sugar	left	0.70431887895455
11	right	sugar	right	0.891638167636812
11	right	sugar	right	1.00572259078169
11	left	sugar	left	0.685719076139448
11	left	sugar	right	0.554906795110886
11	right	sugar	left	1.5609257494746
11	left	sugar	right	0.631604202589559
11	left	sugar	right	0.596677611774825
11	right	sugar	right	0.628604991987982
11	left	sugar	right	0.675586960594829
11	right	sugar	right	0.985029682476029
11	right	sugar	right	0.523561287032427
11	right	sugar	right	0.494974011355829
11	right	sugar	right	0.811481023312927
11	left	sugar	left	0.624367246310762
11	left	sugar	left	0.59868707604718
11	left	sugar	left	0.989072443181699
11	right	sugar	left	0.549233118036917
11	right	sugar	right	0.772020116767879
11	left	sugar	right	0.628836219847641
11	right	sugar	left	0.581901870577216
11	right	sugar	right	0.862616309059977
11	left	sugar	left	0.603339908642479
11	right	sugar	right	0.956810396429714
11	right	sugar	left	0.688471217462674
11	right	sugar	right	0.940054040115099
11	left	sugar	right	0.48913804701884
11	left	sugar	left	0.505074096621135
11	right	sugar	left	0.807098762956401
11	right	sugar	left	0.668047721525926
11	right	sugar	left	0.613817220567872
11	right	sugar	right	0.950991043843751
11	left	sugar	right	1.20470687533096
11	left	sugar	left	0.741781310660705
11	left	sugar	left	0.561939434068586
11	left	sugar	left	0.550657489892638
11	left	sugar	left	0.672466254035243
11	left	sugar	left	0.623153943933446
11	right	sugar	right	0.660671980130173
11	right	sugar	right	0.74190356461444
11	left	sugar	left	0.501682456494
11	right	sugar	right	0.694304986129378
11	right	sugar	left	0.60674781133667
11	right	sugar	right	0.744867814497583
11	left	sugar	right	0.499978390226669
11	right	sugar	right	0.683285170325787
11	right	sugar	left	1.14627239466832
11	right	sugar	right	0.793213015102981
11	right	sugar	right	0.688918733433298
11	right	sugar	right	0.711939797135553
11	left	sugar	left	1.02462719056368
11	left	sugar	left	1.12717429661522
11	left	sugar	right	0.638474872445309
11	right	sugar	left	1.16950519024714
11	left	sugar	left	0.564911247804891
11	right	sugar	left	0.558472539055402
11	right	sugar	left	0.814887905695512
11	right	sugar	right	0.507141167908642
11	left	sugar	left	0.773749791003841
11	left	sugar	left	0.812834126844347
11	left	sugar	left	0.574207564526448
11	right	sugar	right	0.574733877556309
11	left	sugar	left	0.815789547423644
11	right	sugar	left	0.736308897511444
11	left	sugar	left	0.61013497244418
11	right	sugar	right	0.550990129307687
11	left	sugar	right	0.641053569689143
11	left	sugar	right	0.788150497778766
11	right	sugar	right	1.76300370016968
11	right	sugar	left	0.553394054529339
11	left	sugar	right	0.649432668685209
11	left	sugar	left	0.514584125767766
11	right	sugar	right	0.564681871525938
11	left	sugar	left	0.803722560545608
11	left	sugar	right	0.51734522530633
11	right	sugar	left	1.23841289969114
11	left	sugar	right	0.523994406067995
11	right	sugar	right	0.962192300481376
11	right	sugar	right	1.05447943940899
11	left	sugar	left	1.03813172495462
11	left	sugar	left	0.533287291780636
11	left	sugar	left	0.841656305885236
11	right	sugar	left	0.933089560960808
11	right	sugar	left	0.67277263445947
11	right	sugar	left	0.630657266923082
11	left	sugar	left	0.583426869707828
11	right	sugar	right	0.542651877078236
11	left	sugar	right	0.513369138674999
11	right	sugar	right	0.659195022704501
11	right	sugar	right	0.659861629484488
11	left	sugar	left	0.571758371662675
11	right	sugar	right	0.625602702513827
11	left	sugar	left	0.584172699702697
11	right	sugar	right	0.558186507194484
11	right	sugar	left	0.572383183407803
11	right	sugar	right	0.570841980178221
11	right	sugar	right	0.478454864817781
11	right	sugar	right	0.561426557817943
11	left	sugar	right	1.0313566386558
11	left	sugar	left	0.958054270958306
11	right	sugar	left	1.47420064401749
11	right	sugar	right	0.671417492509938
11	left	sugar	left	1.54534229252772
11	right	sugar	right	1.57553414315095
11	left	sugar	left	0.525582249862337
11	left	sugar	left	0.52200081302794
11	right	sugar	right	0.569905460038198
11	right	sugar	right	0.474393581087742
11	left	sugar	right	0.939075651330264
11	right	sugar	right	0.847654361204123
11	right	sugar	right	0.7312104826048
11	right	sugar	right	0.571986530691075
11	left	sugar	left	0.669608261329106
11	right	sugar	right	0.613929764904272
11	left	sugar	left	0.606797946513291
11	left	sugar	right	0.815744665169086
11	right	sugar	left	0.736545088058173
11	left	sugar	left	1.01906732049047
11	left	sugar	right	0.757626237551497
11	left	sugar	right	0.628680498799937
11	right	sugar	right	0.627103923216885
11	right	sugar	right	1.02714490538152
11	left	sugar	left	0.571777200054062
11	left	sugar	left	0.749213445290498
11	right	sugar	left	0.613041699011567
11	left	sugar	right	1.06411892895397
11	right	sugar	right	0.565510111946616
11	right	sugar	left	0.979914565898123
11	right	sugar	right	1.52460345098023
11	left	sugar	right	0.540126674922514
11	left	sugar	right	0.550439722437444
11	left	sugar	left	0.822133362650221
11	left	sugar	right	0.636722315128844
11	left	sugar	left	0.586734107151688
11	left	sugar	right	1.25164120421052
11	right	sugar	left	0.56468238495436
11	right	sugar	left	0.623076512869953
11	left	sugar	left	0.577055352102299
11	right	sugar	right	1.0665366004749
11	left	sugar	left	0.591769582801753
11	right	sugar	right	1.02505749627924
11	right	sugar	right	0.539071359990355
11	right	sugar	right	0.625974354858513
11	left	sugar	left	0.737926106234874
11	left	sugar	right	0.57489218984333
11	left	sugar	left	0.502521624102316
11	left	sugar	left	0.590997945788689
11	right	sugar	right	0.517428418530245
11	right	sugar	left	0.534168820955653
11	right	sugar	right	0.595627653163434
11	right	sugar	right	0.883700453696423
11	right	sugar	right	0.709580503800087
11	right	sugar	right	0.553632095827158
11	right	sugar	right	1.05730642408394
11	left	sugar	left	1.022837060127
11	right	sugar	right	0.86137768454823
11	left	sugar	right	0.491073077011437
11	left	sugar	right	0.680893332032735
11	right	sugar	right	1.04003808434634
11	left	sugar	left	0.516516529601228
11	right	sugar	right	0.814490776329127
11	right	sugar	left	0.533646103110201
11	left	sugar	left	0.597664873491353
11	right	sugar	right	0.85442575487541
11	left	sugar	left	0.899254547461803
11	left	sugar	left	0.715516340302385
11	right	sugar	right	1.23928570185649
11	left	sugar	left	0.918784458666116
11	right	sugar	right	1.48722851641532
11	left	sugar	right	0.598523576641522
11	left	sugar	left	1.72007376420436
11	right	sugar	left	0.697131260227287
11	left	sugar	left	0.511051958994605
11	left	sugar	left	0.589363653069797
11	left	sugar	right	0.690191063255425
11	right	sugar	right	0.637089909258725
11	right	sugar	right	0.554934080779309
11	left	sugar	left	0.518098556272957
11	left	sugar	left	0.71612810186989
11	left	sugar	left	0.579293138287724
11	left	sugar	left	0.602176272695465
11	right	sugar	left	0.652521335254912
11	left	sugar	left	0.670796288284154
11	right	sugar	right	0.624632334842285
11	left	sugar	left	0.741837674608956
11	left	sugar	right	0.701993906263212
11	right	sugar	right	0.596950455016179
11	right	sugar	left	1.24027056212468
11	right	sugar	right	0.780031831303673
11	left	sugar	right	0.684311949949781
11	right	sugar	left	0.842001105090196
11	left	sugar	left	0.525606976439787
11	left	cucumber	right	0.824450362237887
11	left	cucumber	left	0.522951874359128
11	left	cucumber	left	0.619744251461715
11	left	cucumber	left	0.509370701842979
11	left	cucumber	left	0.506298595719583
11	right	cucumber	right	0.643050011276946
11	left	cucumber	right	0.569753979174632
11	left	cucumber	right	0.577099613849622
11	left	cucumber	left	0.597424444081268
11	right	cucumber	right	0.877275411851806
11	left	cucumber	right	0.770558352159952
11	right	cucumber	right	0.630220983316966
11	right	cucumber	left	0.537685209746987
11	right	cucumber	right	0.889843129332136
11	left	cucumber	left	0.495491705474148
11	right	cucumber	right	0.966357853705756
11	left	cucumber	left	0.629955714360362
11	right	cucumber	right	0.792301012140241
11	right	cucumber	right	0.693424912838458
11	left	cucumber	right	0.548624330339536
11	left	cucumber	left	1.13573065592935
11	right	cucumber	right	0.981392513215813
11	left	cucumber	left	0.677096475466503
11	right	cucumber	right	0.578868023797895
11	right	cucumber	right	0.543779917031436
11	right	cucumber	left	0.880758639172006
11	left	cucumber	left	0.781250481624273
11	right	cucumber	right	0.746661863195069
11	left	cucumber	left	0.602963667258279
11	right	cucumber	right	1.09523159379827
11	right	cucumber	right	0.49628259846215
11	right	cucumber	right	0.635586863187394
11	right	cucumber	right	0.532506656723996
11	right	cucumber	right	0.626162919481317
11	right	cucumber	right	0.490947542098863
11	left	cucumber	left	0.642740248688611
11	right	cucumber	right	1.22090376133424
11	right	cucumber	right	0.724461884761536
11	left	cucumber	left	0.931528357998533
11	left	cucumber	left	0.62930428805366
11	left	cucumber	left	0.702462186927946
11	left	cucumber	left	0.514135412855897
11	right	cucumber	right	0.595958140835824
11	right	cucumber	right	0.568988644491993
11	left	cucumber	left	0.52013377814654
11	left	cucumber	left	0.556506773518693
11	left	cucumber	left	0.533634924163656
11	left	cucumber	left	0.679067679053824
11	right	cucumber	right	0.561720859950674
11	left	cucumber	left	1.13563024330222
11	right	cucumber	left	0.600790765065037
11	right	cucumber	right	0.698247845938778
11	left	cucumber	left	0.861225207220977
11	left	cucumber	left	0.672595269180746
11	left	cucumber	left	0.576254300521064
11	right	cucumber	right	1.64948366877989
11	right	cucumber	right	0.641412274885612
11	left	cucumber	left	0.741454769290984
11	left	cucumber	right	1.07851784968956
11	left	cucumber	right	1.04339791405996
11	right	cucumber	left	0.587674685843989
11	right	cucumber	right	0.532252604690452
11	right	cucumber	right	0.592568647566474
11	right	cucumber	left	0.49938697003844
11	left	cucumber	left	0.527987158696005
11	left	cucumber	left	0.59452474106097
11	right	cucumber	right	0.705693384105155
11	left	cucumber	left	0.989141689247033
11	right	cucumber	right	1.10300968476871
11	right	cucumber	right	0.829535704497384
11	right	cucumber	right	0.5673371921751
11	right	cucumber	right	0.601440928619376
11	left	cucumber	left	0.497686521628783
11	right	cucumber	right	0.918737705019515
11	right	cucumber	left	0.575759905345844
11	left	cucumber	left	0.822037981434094
11	right	cucumber	left	0.550461787247894
11	left	cucumber	left	0.663439505965275
11	right	cucumber	right	0.669033803540903
11	left	cucumber	left	0.675737853900967
11	right	cucumber	right	0.622107567014862
11	right	cucumber	left	0.664784845327011
11	left	cucumber	left	0.518581690687404
11	right	cucumber	right	0.867099670229093
11	right	cucumber	right	0.680706324225125
11	left	cucumber	left	0.68974319443007
11	right	cucumber	right	0.851402437990668
11	left	cucumber	left	0.751237049049151
11	right	cucumber	left	1.0517452588751
11	right	cucumber	right	0.522094769018121
11	right	cucumber	right	0.606858503747307
11	right	cucumber	right	0.565724855629384
11	right	cucumber	right	0.843604255151063
11	right	cucumber	right	0.671287926372774
11	left	cucumber	right	0.932862276786894
11	right	cucumber	right	0.619028474679229
11	left	cucumber	right	0.522724149498271
11	left	cucumber	left	0.479586196937881
11	left	cucumber	left	0.560873244147944
11	right	cucumber	left	0.62725729017487
11	left	cucumber	right	1.09968971772987
11	right	cucumber	right	0.494872256669553
11	right	cucumber	left	0.547460838359869
11	left	cucumber	left	0.580413242425534
11	right	cucumber	right	0.80961402843755
11	left	cucumber	right	0.75319095305132
11	right	cucumber	right	0.65047504279539
11	right	cucumber	right	0.529706888158616
11	right	cucumber	right	0.783475129302706
11	right	cucumber	right	0.585913764386871
11	left	cucumber	left	1.31569172037625
11	left	cucumber	left	1.85073465199241
11	left	cucumber	left	0.777308037733735
11	left	cucumber	left	0.689512248967316
11	left	cucumber	left	0.769289582750507
11	left	cucumber	left	0.527350834807785
11	right	cucumber	right	0.49185040539558
11	left	cucumber	left	0.784933500727905
11	left	cucumber	left	0.590357118478686
11	right	cucumber	right	0.583818256937204
11	right	cucumber	right	0.60984737086509
11	left	cucumber	left	1.09504897210122
11	right	cucumber	right	0.925347553164466
11	right	cucumber	right	0.804707170587994
11	left	cucumber	left	0.53884135836353
11	right	cucumber	right	0.525052312144128
11	right	cucumber	right	0.597017317721999
11	right	cucumber	right	0.624438999709897
11	left	cucumber	left	0.93463956467194
11	right	cucumber	right	0.576680559351197
11	left	cucumber	left	0.645718006541532
11	left	cucumber	left	0.547993952014443
11	right	cucumber	left	1.08519467081662
11	right	cucumber	right	0.804108272045253
11	left	cucumber	left	0.922459104599705
11	left	cucumber	right	0.67708566176062
11	right	cucumber	right	0.530558408347891
11	left	cucumber	left	0.655706978290056
11	right	cucumber	right	0.641042283592525
11	right	cucumber	right	0.69349385757173
11	left	cucumber	left	0.483410772030941
11	right	cucumber	right	0.830059486367517
11	right	cucumber	right	0.707027501444969
11	left	cucumber	left	0.563791635956735
11	right	cucumber	right	0.766926788201129
11	left	cucumber	right	0.854546952834222
11	left	cucumber	left	0.80080808658684
11	right	cucumber	right	0.539900404233479
11	left	cucumber	left	0.503756427552367
11	left	cucumber	left	0.600779284976923
11	left	cucumber	left	0.525517799495214
11	right	cucumber	right	0.680165753616059
11	right	cucumber	right	0.750078794344866
11	left	cucumber	left	0.575005211735665
11	right	cucumber	right	0.75775652233197
11	right	cucumber	right	0.816983252291535
11	right	cucumber	right	0.688107208756219
11	right	cucumber	right	0.524663746017359
11	left	cucumber	left	1.12763339089613
11	left	cucumber	left	0.523173774054178
11	left	cucumber	right	0.598553673440656
11	right	cucumber	right	0.642071309042219
11	left	cucumber	left	0.473876103355864
11	left	cucumber	left	0.67426410710897
11	left	cucumber	left	0.64800813126886
11	right	cucumber	right	0.763059775374952
11	left	cucumber	right	0.827076261318271
11	left	cucumber	left	0.715460827543129
11	right	cucumber	right	0.659414251354967
11	right	cucumber	left	0.593992023917747
11	left	cucumber	left	0.746524154140328
11	left	cucumber	left	0.644333294577915
11	left	cucumber	right	0.529122553664402
11	right	cucumber	right	0.718463149854794
11	right	cucumber	right	0.98840232728883
11	right	cucumber	right	0.582706323943596
11	left	cucumber	left	0.666736230706508
11	left	cucumber	left	1.16619823426696
11	right	cucumber	right	0.757009436575417
11	left	cucumber	left	0.561005641196715
11	right	cucumber	right	0.657297444713845
11	right	cucumber	right	0.772652104717535
11	left	cucumber	left	0.705613022905256
11	left	cucumber	left	0.715450156620766
11	left	cucumber	left	0.510692408224282
11	right	cucumber	right	0.509955261322454
11	right	cucumber	right	0.581218253499604
11	right	cucumber	right	0.56594636663907
11	right	cucumber	right	0.544676714879923
11	left	cucumber	left	0.56984287390778
11	left	cucumber	left	0.56569143491405
11	right	cucumber	right	0.581971459135976
11	left	cucumber	left	0.550641088871585
11	left	cucumber	left	0.753194978669346
11	right	cucumber	right	0.978041356540114
11	left	cucumber	left	0.544409935748975
11	left	cucumber	left	0.637572455913029
11	right	cucumber	right	1.14237890641347
11	left	cucumber	left	0.612166157835306
11	left	cucumber	left	0.809680992863997
11	left	cucumber	left	0.545645465100565
11	right	cucumber	right	0.489918897989678
11	right	cucumber	right	0.583241857194589
11	right	cucumber	left	0.494991933245645
11	right	cucumber	right	0.487655303263731
11	left	cucumber	left	0.629493951737388
11	left	cucumber	left	0.484830162802559
11	right	cucumber	left	0.567018834180137
11	left	cucumber	left	0.4967839354028
11	left	cucumber	left	0.498598344162435
11	right	cucumber	right	0.623491494238943
11	left	cucumber	left	0.859172404309583
11	left	cucumber	left	0.533804595069167
11	left	cucumber	right	0.706907328821711
11	right	cucumber	right	0.717117871996019
11	left	cucumber	left	1.17078052099366
11	right	cucumber	right	0.506895394636298
11	left	cucumber	left	0.547148482374264
11	left	cucumber	left	1.04193015871562
11	left	cucumber	right	0.681656246049046
11	left	cucumber	left	0.723169935367487
11	right	cucumber	right	0.7426173156425
11	right	cucumber	left	0.613371183634258
11	left	cucumber	left	0.71903580508893
11	right	cucumber	right	0.917549156104402
11	right	cucumber	right	0.646030891639116
11	right	cucumber	right	0.835839282087954
11	left	cucumber	left	0.58894228584455
11	left	cucumber	left	0.539424253389339
11	left	cucumber	right	0.692845252310313
12	left	sugar	left	0.38653851752229
12	right	sugar	left	0.7696834554668
12	left	sugar	left	0.489331761872546
12	left	sugar	right	0.497859688721248
12	left	sugar	right	0.353295942326754
12	right	sugar	left	0.407562028041441
12	left	sugar	left	0.906872355579667
12	left	sugar	right	0.485556676425039
12	right	sugar	left	0.32261184604189
12	left	sugar	left	0.360256520165869
12	left	sugar	left	1.13072076541989
12	left	sugar	right	0.374092116426305
12	right	sugar	right	0.277352160781789
12	right	sugar	left	0.391069233625439
12	left	sugar	left	0.946691144264875
12	left	sugar	left	0.316125561269389
12	right	sugar	left	0.36356700373241
12	right	sugar	right	0.55615974651334
12	right	sugar	right	0.269580538442179
12	left	sugar	left	0.407829590909783
12	left	sugar	left	0.569250668845368
12	right	sugar	right	0.29133115498564
